Title,Raw_Price,Raw_Area,Raw_BHK,Locality,lat,lon
Premium 2 BHK in Silicon Suburbs,"₹ 4,717,954 /- Only",1451 Sq-Ft,2 BHK,Silicon Suburbs,12.933231736613841,77.6212065771992
Premium 1 BHK in Silicon Suburbs,"₹ 2,414,380 /- Only",746 Sq-Ft,1 BHK,Silicon Suburbs,12.918780474874442,77.62935887032276
Premium 3 BHK in Silicon Suburbs,"₹ 7,052,512 /- Only",2125 Sq-Ft,3 BHK,Silicon Suburbs,12.919700922687062,77.63313033971383
Premium 3 BHK in Silicon Suburbs,"₹ 6,569,658 /- Only",1891 Sq-Ft,3 BHK,Silicon Suburbs,12.928281570613679,77.63295659779965
Premium 4 BHK in Greenwood Valley,"₹ 9,722,611 /- Only",2884 Sq-Ft,4 BHK,Greenwood Valley,12.974106936602833,77.753799346688
Premium 3 BHK in Downtown Core,"₹ 10,051,651 /- Only",1978 Sq-Ft,3 BHK,Downtown Core,12.977046026866324,77.60388419824487
Premium 4 BHK in Silicon Suburbs,"₹ 9,286,955 /- Only",2767 Sq-Ft,4 BHK,Silicon Suburbs,12.930941516057796,77.6169974169603
Premium 2 BHK in Riverside Estates,"₹ 4,117,454 /- Only",1177 Sq-Ft,2 BHK,Riverside Estates,13.029915937158115,77.53916947940975
Premium 2 BHK in Greenwood Valley,"₹ 4,096,237 /- Only",1145 Sq-Ft,2 BHK,Greenwood Valley,12.973849431443268,77.75665018997603
Premium 4 BHK in Greenwood Valley,"₹ 8,764,331 /- Only",2552 Sq-Ft,4 BHK,Greenwood Valley,12.985580873933849,77.75475823193064
Premium 1 BHK in Downtown Core,"₹ 2,938,593 /- Only",586 Sq-Ft,1 BHK,Downtown Core,12.961875549242075,77.58860344606909
Premium 2 BHK in Downtown Core,"₹ 7,151,431 /- Only",1396 Sq-Ft,2 BHK,Downtown Core,12.979859165308898,77.6014157678238
Premium 1 BHK in Greenwood Valley,"₹ 2,421,106 /- Only",723 Sq-Ft,1 BHK,Greenwood Valley,12.970031218070957,77.73836266021948
Premium 3 BHK in Riverside Estates,"₹ 6,337,202 /- Only",1877 Sq-Ft,3 BHK,Riverside Estates,13.01737366736267,77.5434008636914
Premium 1 BHK in Downtown Core,"₹ 3,262,555 /- Only",658 Sq-Ft,1 BHK,Downtown Core,12.980569681116346,77.58553275522581
Premium 4 BHK in Silicon Suburbs,"₹ 8,083,092 /- Only",2273 Sq-Ft,4 BHK,Silicon Suburbs,12.939405776278457,77.61951071592958
Premium 1 BHK in Silicon Suburbs,"₹ 2,304,779 /- Only",703 Sq-Ft,1 BHK,Silicon Suburbs,12.919982730564918,77.62433564366991
Premium 2 BHK in Greenwood Valley,"₹ 4,381,322 /- Only",1226 Sq-Ft,2 BHK,Greenwood Valley,12.977672129281707,77.75206660165485
Premium 3 BHK in Silicon Suburbs,"₹ 6,107,006 /- Only",1761 Sq-Ft,3 BHK,Silicon Suburbs,12.937489249352264,77.63337152044636
Premium 3 BHK in Silicon Suburbs,"₹ 6,587,546 /- Only",1941 Sq-Ft,3 BHK,Silicon Suburbs,12.920422230234177,77.61854941521794
Premium 1 BHK in Silicon Suburbs,"₹ 2,020,657 /- Only",557 Sq-Ft,1 BHK,Silicon Suburbs,12.926519759939094,77.62381700432574
Premium 2 BHK in Greenwood Valley,"₹ 4,323,472 /- Only",1287 Sq-Ft,2 BHK,Greenwood Valley,12.984870044276779,77.7412141456234
Premium 3 BHK in Downtown Core,"₹ 10,257,228 /- Only",2042 Sq-Ft,3 BHK,Downtown Core,12.959775012341508,77.6063618067882
Premium 2 BHK in Silicon Suburbs,"₹ 4,656,663 /- Only",1397 Sq-Ft,2 BHK,Silicon Suburbs,12.937587229611008,77.61990404795624
Premium 2 BHK in Greenwood Valley,"₹ 4,925,937 /- Only",1505 Sq-Ft,2 BHK,Greenwood Valley,12.973804020512704,77.74002039700913
Premium 4 BHK in Downtown Core,"₹ 12,081,457 /- Only",2330 Sq-Ft,4 BHK,Downtown Core,12.968604175123692,77.60493434159805
Premium 3 BHK in Riverside Estates,"₹ 7,148,531 /- Only",2108 Sq-Ft,3 BHK,Riverside Estates,13.037820552091137,77.55200833413231
Premium 4 BHK in Riverside Estates,"₹ 8,068,855 /- Only",2291 Sq-Ft,4 BHK,Riverside Estates,13.030279460072675,77.55321873158958
Premium 4 BHK in Silicon Suburbs,"₹ 8,088,783 /- Only",2360 Sq-Ft,4 BHK,Silicon Suburbs,12.916181716248648,77.63594769186822
Premium 2 BHK in Riverside Estates,"₹ 4,684,155 /- Only",1388 Sq-Ft,2 BHK,Riverside Estates,13.028071811689376,77.53382830242776
Premium 1 BHK in Silicon Suburbs,"₹ 2,012,526 /- Only",565 Sq-Ft,1 BHK,Silicon Suburbs,12.93400912924458,77.63283257423254
Premium 1 BHK in Riverside Estates,"₹ 2,149,653 /- Only",573 Sq-Ft,1 BHK,Riverside Estates,13.032737601227007,77.54231614731171
Premium 3 BHK in Silicon Suburbs,"₹ 7,384,500 /- Only",2211 Sq-Ft,3 BHK,Silicon Suburbs,12.937850807923432,77.61823957996089
Premium 1 BHK in Downtown Core,"₹ 3,496,608 /- Only",697 Sq-Ft,1 BHK,Downtown Core,12.96720392838402,77.59715624610446
Premium 3 BHK in Downtown Core,"₹ 10,132,710 /- Only",1994 Sq-Ft,3 BHK,Downtown Core,12.977675768731606,77.59862293012048
Premium 2 BHK in Riverside Estates,"₹ 4,681,037 /- Only",1414 Sq-Ft,2 BHK,Riverside Estates,13.03919647329924,77.53774205694312
Premium 3 BHK in Riverside Estates,"₹ 6,201,229 /- Only",1778 Sq-Ft,3 BHK,Riverside Estates,13.029318884645448,77.53996321036935
Premium 1 BHK in Greenwood Valley,"₹ 2,311,210 /- Only",640 Sq-Ft,1 BHK,Greenwood Valley,12.984722532397024,77.75209461873408
Premium 3 BHK in Silicon Suburbs,"₹ 6,873,050 /- Only",2058 Sq-Ft,3 BHK,Silicon Suburbs,12.93524978606135,77.63116254769574
Premium 2 BHK in Downtown Core,"₹ 7,244,036 /- Only",1413 Sq-Ft,2 BHK,Downtown Core,12.968017550836676,77.60279615264416
Premium 1 BHK in Greenwood Valley,"₹ 2,011,141 /- Only",596 Sq-Ft,1 BHK,Greenwood Valley,12.987211631387071,77.74871052019334
Premium 1 BHK in Riverside Estates,"₹ 2,149,547 /- Only",638 Sq-Ft,1 BHK,Riverside Estates,13.02751618412614,77.54604511278599
Premium 3 BHK in Silicon Suburbs,"₹ 6,489,508 /- Only",1904 Sq-Ft,3 BHK,Silicon Suburbs,12.929672413609339,77.63445258011997
Premium 3 BHK in Silicon Suburbs,"₹ 6,421,306 /- Only",1897 Sq-Ft,3 BHK,Silicon Suburbs,12.93237956147144,77.62271225303901
Premium 3 BHK in Downtown Core,"₹ 10,886,671 /- Only",2122 Sq-Ft,3 BHK,Downtown Core,12.968624918395715,77.59611120392452
Premium 4 BHK in Riverside Estates,"₹ 8,625,953 /- Only",2518 Sq-Ft,4 BHK,Riverside Estates,13.03698308605726,77.55166755527064
Premium 1 BHK in Riverside Estates,"₹ 2,102,023 /- Only",627 Sq-Ft,1 BHK,Riverside Estates,13.030227381770686,77.54117043821542
Premium 2 BHK in Riverside Estates,"₹ 4,285,429 /- Only",1212 Sq-Ft,2 BHK,Riverside Estates,13.018965936307604,77.5396140836402
Premium 3 BHK in Downtown Core,"₹ 9,172,721 /- Only",1763 Sq-Ft,3 BHK,Downtown Core,12.981174293260096,77.5892353873714
Premium 4 BHK in Silicon Suburbs,"₹ 8,531,377 /- Only",2505 Sq-Ft,4 BHK,Silicon Suburbs,12.917301931568382,77.62887529943184
Premium 1 BHK in Downtown Core,"₹ 3,102,918 /- Only",576 Sq-Ft,1 BHK,Downtown Core,12.977426709526444,77.6053779240011
Premium 1 BHK in Downtown Core,"₹ 3,119,395 /- Only",611 Sq-Ft,1 BHK,Downtown Core,12.960372399713423,77.58319887382348
Premium 4 BHK in Downtown Core,"₹ 12,559,821 /- Only",2463 Sq-Ft,4 BHK,Downtown Core,12.959945256107579,77.58832738599989
Premium 2 BHK in Greenwood Valley,"₹ 4,771,553 /- Only",1414 Sq-Ft,2 BHK,Greenwood Valley,12.986453200935795,77.76039280913149
Premium 2 BHK in Greenwood Valley,"₹ 4,943,871 /- Only",1448 Sq-Ft,2 BHK,Greenwood Valley,12.986350742889774,77.75809284004278
Premium 3 BHK in Silicon Suburbs,"₹ 6,014,015 /- Only",1737 Sq-Ft,3 BHK,Silicon Suburbs,12.91775212075486,77.62072983160097
Premium 3 BHK in Riverside Estates,"₹ 7,523,604 /- Only",2208 Sq-Ft,3 BHK,Riverside Estates,13.040302900788786,77.53078803129088
Premium 1 BHK in Silicon Suburbs,"₹ 1,877,841 /- Only",577 Sq-Ft,1 BHK,Silicon Suburbs,12.916984280401854,77.63386888139496
Premium 1 BHK in Downtown Core,"₹ 2,975,798 /- Only",602 Sq-Ft,1 BHK,Downtown Core,12.968562214380768,77.60596738701021
Premium 4 BHK in Riverside Estates,"₹ 9,047,662 /- Only",2682 Sq-Ft,4 BHK,Riverside Estates,13.033027915431791,77.54304087540312
Premium 4 BHK in Greenwood Valley,"₹ 9,679,864 /- Only",2906 Sq-Ft,4 BHK,Greenwood Valley,12.991896068365778,77.756433252474
Premium 2 BHK in Riverside Estates,"₹ 3,942,474 /- Only",1084 Sq-Ft,2 BHK,Riverside Estates,13.023007042692939,77.54541487468876
Premium 3 BHK in Greenwood Valley,"₹ 6,151,730 /- Only",1722 Sq-Ft,3 BHK,Greenwood Valley,12.974244170214359,77.74152818140972
Premium 4 BHK in Silicon Suburbs,"₹ 7,932,333 /- Only",2271 Sq-Ft,4 BHK,Silicon Suburbs,12.938188483706817,77.62914005479263
Premium 4 BHK in Downtown Core,"₹ 13,736,148 /- Only",2711 Sq-Ft,4 BHK,Downtown Core,12.961170918004852,77.59266691277101
Premium 3 BHK in Greenwood Valley,"₹ 6,189,459 /- Only",1737 Sq-Ft,3 BHK,Greenwood Valley,12.992523727062347,77.74979847213146
Premium 2 BHK in Downtown Core,"₹ 6,606,220 /- Only",1260 Sq-Ft,2 BHK,Downtown Core,12.98257712695657,77.59434074702759
Premium 2 BHK in Silicon Suburbs,"₹ 4,492,649 /- Only",1343 Sq-Ft,2 BHK,Silicon Suburbs,12.925841009474922,77.62637117892552
Premium 4 BHK in Downtown Core,"₹ 14,440,230 /- Only",2825 Sq-Ft,4 BHK,Downtown Core,12.969649378023679,77.58620299594533
Premium 2 BHK in Riverside Estates,"₹ 4,273,400 /- Only",1279 Sq-Ft,2 BHK,Riverside Estates,13.039454918520038,77.53746249633483
Premium 4 BHK in Greenwood Valley,"₹ 9,193,148 /- Only",2678 Sq-Ft,4 BHK,Greenwood Valley,12.989907719319241,77.76159234371212
Premium 2 BHK in Downtown Core,"₹ 6,532,699 /- Only",1259 Sq-Ft,2 BHK,Downtown Core,12.976373798129627,77.5937410155159
Premium 2 BHK in Silicon Suburbs,"₹ 3,995,706 /- Only",1155 Sq-Ft,2 BHK,Silicon Suburbs,12.919304733310861,77.62177458142469
Premium 4 BHK in Riverside Estates,"₹ 8,981,721 /- Only",2584 Sq-Ft,4 BHK,Riverside Estates,13.026732572323615,77.55002845037001
Premium 1 BHK in Riverside Estates,"₹ 2,470,750 /- Only",695 Sq-Ft,1 BHK,Riverside Estates,13.033668278302638,77.55266043200766
Premium 2 BHK in Silicon Suburbs,"₹ 4,662,323 /- Only",1385 Sq-Ft,2 BHK,Silicon Suburbs,12.92472728127712,77.62080064779234
Premium 4 BHK in Silicon Suburbs,"₹ 8,960,309 /- Only",2645 Sq-Ft,4 BHK,Silicon Suburbs,12.936920165798423,77.62534206635031
Premium 3 BHK in Riverside Estates,"₹ 7,331,550 /- Only",2194 Sq-Ft,3 BHK,Riverside Estates,13.021652045911603,77.53305043005668
Premium 3 BHK in Downtown Core,"₹ 9,562,397 /- Only",1848 Sq-Ft,3 BHK,Downtown Core,12.965154599934067,77.60279869812713
Premium 2 BHK in Downtown Core,"₹ 6,387,429 /- Only",1223 Sq-Ft,2 BHK,Downtown Core,12.977831429306551,77.5835312530443
Premium 1 BHK in Riverside Estates,"₹ 2,050,142 /- Only",598 Sq-Ft,1 BHK,Riverside Estates,13.032204134693842,77.53036128400089
Premium 4 BHK in Greenwood Valley,"₹ 8,689,429 /- Only",2492 Sq-Ft,4 BHK,Greenwood Valley,12.97890935777372,77.7397835026443
Premium 1 BHK in Riverside Estates,"₹ 2,075,417 /- Only",592 Sq-Ft,1 BHK,Riverside Estates,13.0226959809838,77.53086218701814
Premium 1 BHK in Greenwood Valley,"₹ 2,155,027 /- Only",657 Sq-Ft,1 BHK,Greenwood Valley,12.97929062288119,77.7398347811135
Premium 3 BHK in Greenwood Valley,"₹ 7,181,047 /- Only",2092 Sq-Ft,3 BHK,Greenwood Valley,12.989517324294134,77.7483828737321
Premium 4 BHK in Silicon Suburbs,"₹ 8,778,395 /- Only",2578 Sq-Ft,4 BHK,Silicon Suburbs,12.939884416236877,77.62923686059038
Premium 1 BHK in Riverside Estates,"₹ 1,995,440 /- Only",603 Sq-Ft,1 BHK,Riverside Estates,13.036229708669698,77.54861683160944
Premium 4 BHK in Silicon Suburbs,"₹ 9,873,682 /- Only",2902 Sq-Ft,4 BHK,Silicon Suburbs,12.927563012865923,77.63093393633353
Premium 2 BHK in Downtown Core,"₹ 6,668,019 /- Only",1325 Sq-Ft,2 BHK,Downtown Core,12.977849287309269,77.5988326443962
Premium 2 BHK in Silicon Suburbs,"₹ 4,202,421 /- Only",1212 Sq-Ft,2 BHK,Silicon Suburbs,12.922789153631735,77.62052359956718
Premium 1 BHK in Greenwood Valley,"₹ 2,122,938 /- Only",596 Sq-Ft,1 BHK,Greenwood Valley,12.979508539414983,77.74210504140477
Premium 3 BHK in Riverside Estates,"₹ 7,400,733 /- Only",2237 Sq-Ft,3 BHK,Riverside Estates,13.038696101956324,77.5329702481823
Premium 2 BHK in Silicon Suburbs,"₹ 4,036,952 /- Only",1165 Sq-Ft,2 BHK,Silicon Suburbs,12.928868090077964,77.63163203594985
Premium 3 BHK in Greenwood Valley,"₹ 6,122,203 /- Only",1758 Sq-Ft,3 BHK,Greenwood Valley,12.991511650510244,77.75830501720829
Premium 4 BHK in Silicon Suburbs,"₹ 9,299,336 /- Only",2733 Sq-Ft,4 BHK,Silicon Suburbs,12.931504959438731,77.61886645159208
Premium 2 BHK in Silicon Suburbs,"₹ 4,486,363 /- Only",1309 Sq-Ft,2 BHK,Silicon Suburbs,12.91918723249836,77.62021544146558
Premium 3 BHK in Downtown Core,"₹ 10,032,549 /- Only",1970 Sq-Ft,3 BHK,Downtown Core,12.961421528173831,77.60317001285354
Premium 1 BHK in Downtown Core,"₹ 3,745,849 /- Only",732 Sq-Ft,1 BHK,Downtown Core,12.973193767402055,77.58299395807974
Premium 1 BHK in Riverside Estates,"₹ 2,228,521 /- Only",689 Sq-Ft,1 BHK,Riverside Estates,13.027498131621106,77.5510768557429
Premium 1 BHK in Riverside Estates,"₹ 2,561,873 /- Only",719 Sq-Ft,1 BHK,Riverside Estates,13.021750039279388,77.54271044331146
Premium 2 BHK in Downtown Core,"₹ 6,554,844 /- Only",1312 Sq-Ft,2 BHK,Downtown Core,12.969975901221416,77.58579205844471
Premium 2 BHK in Downtown Core,"₹ 6,103,443 /- Only",1203 Sq-Ft,2 BHK,Downtown Core,12.982477688736344,77.60470554335988
Premium 3 BHK in Riverside Estates,"₹ 6,160,131 /- Only",1778 Sq-Ft,3 BHK,Riverside Estates,13.033532797088483,77.5311566017041
Premium 2 BHK in Greenwood Valley,"₹ 3,913,646 /- Only",1118 Sq-Ft,2 BHK,Greenwood Valley,12.976075257975753,77.74085485642343
Premium 1 BHK in Greenwood Valley,"₹ 1,997,477 /- Only",606 Sq-Ft,1 BHK,Greenwood Valley,12.990266703564846,77.75680841400175
Premium 4 BHK in Greenwood Valley,"₹ 9,153,541 /- Only",2696 Sq-Ft,4 BHK,Greenwood Valley,12.972785071277038,77.74813254992559
Premium 2 BHK in Downtown Core,"₹ 6,586,787 /- Only",1316 Sq-Ft,2 BHK,Downtown Core,12.982782739907718,77.58659964557017
Premium 1 BHK in Greenwood Valley,"₹ 2,149,926 /- Only",596 Sq-Ft,1 BHK,Greenwood Valley,12.991610526594004,77.75783310934274
Premium 2 BHK in Riverside Estates,"₹ 3,875,937 /- Only",1116 Sq-Ft,2 BHK,Riverside Estates,13.036046307236479,77.53631720643355
Premium 4 BHK in Silicon Suburbs,"₹ 8,656,210 /- Only",2537 Sq-Ft,4 BHK,Silicon Suburbs,12.921482405944921,77.63173394308416
Premium 2 BHK in Downtown Core,"₹ 5,533,064 /- Only",1065 Sq-Ft,2 BHK,Downtown Core,12.983170803859473,77.59889004223746
Premium 1 BHK in Riverside Estates,"₹ 2,354,492 /- Only",715 Sq-Ft,1 BHK,Riverside Estates,13.025905078100296,77.53987841288246
Premium 3 BHK in Silicon Suburbs,"₹ 7,088,461 /- Only",2155 Sq-Ft,3 BHK,Silicon Suburbs,12.930690939149578,77.63904206792125
Premium 4 BHK in Riverside Estates,"₹ 9,799,531 /- Only",2938 Sq-Ft,4 BHK,Riverside Estates,13.017997896843536,77.54792631721473
Premium 2 BHK in Greenwood Valley,"₹ 3,947,088 /- Only",1125 Sq-Ft,2 BHK,Greenwood Valley,12.99326904169914,77.74505759752098
Premium 2 BHK in Riverside Estates,"₹ 4,852,517 /- Only",1444 Sq-Ft,2 BHK,Riverside Estates,13.025589160115036,77.54734331215332
Premium 4 BHK in Downtown Core,"₹ 12,259,600 /- Only",2370 Sq-Ft,4 BHK,Downtown Core,12.981117887130143,77.58959823530947
Premium 4 BHK in Downtown Core,"₹ 14,182,173 /- Only",2786 Sq-Ft,4 BHK,Downtown Core,12.978548207648542,77.60393874890825
Premium 3 BHK in Riverside Estates,"₹ 7,187,788 /- Only",2136 Sq-Ft,3 BHK,Riverside Estates,13.032382201087572,77.54223793094646
Premium 1 BHK in Silicon Suburbs,"₹ 1,978,842 /- Only",604 Sq-Ft,1 BHK,Silicon Suburbs,12.933136267313316,77.62099082163523
Premium 1 BHK in Silicon Suburbs,"₹ 2,246,615 /- Only",693 Sq-Ft,1 BHK,Silicon Suburbs,12.92397772628322,77.61534563288055
Premium 1 BHK in Greenwood Valley,"₹ 2,286,160 /- Only",677 Sq-Ft,1 BHK,Greenwood Valley,12.982669175943267,77.74709510531204
Premium 4 BHK in Greenwood Valley,"₹ 9,171,760 /- Only",2690 Sq-Ft,4 BHK,Greenwood Valley,12.973901553542243,77.75081430084771
Premium 4 BHK in Riverside Estates,"₹ 8,495,406 /- Only",2413 Sq-Ft,4 BHK,Riverside Estates,13.023503934872947,77.53277988257813
Premium 3 BHK in Riverside Estates,"₹ 6,833,943 /- Only",1989 Sq-Ft,3 BHK,Riverside Estates,13.036218496999858,77.54371795142816
Premium 3 BHK in Riverside Estates,"₹ 6,710,261 /- Only",1922 Sq-Ft,3 BHK,Riverside Estates,13.027400100996225,77.5411258109556
Premium 2 BHK in Riverside Estates,"₹ 4,797,132 /- Only",1386 Sq-Ft,2 BHK,Riverside Estates,13.0233206394031,77.54434526538654
Premium 4 BHK in Greenwood Valley,"₹ 9,490,721 /- Only",2787 Sq-Ft,4 BHK,Greenwood Valley,12.982202529967006,77.7607961974382
Premium 3 BHK in Greenwood Valley,"₹ 7,246,716 /- Only",2201 Sq-Ft,3 BHK,Greenwood Valley,12.982927802159553,77.75402691189328
Premium 2 BHK in Greenwood Valley,"₹ 4,246,306 /- Only",1211 Sq-Ft,2 BHK,Greenwood Valley,12.983118756818753,77.75256362876353
Premium 3 BHK in Silicon Suburbs,"₹ 6,730,720 /- Only",1987 Sq-Ft,3 BHK,Silicon Suburbs,12.927826466664188,77.63460035197751
Premium 3 BHK in Silicon Suburbs,"₹ 6,394,953 /- Only",1841 Sq-Ft,3 BHK,Silicon Suburbs,12.92602631740556,77.62263320642397
Premium 3 BHK in Downtown Core,"₹ 9,723,130 /- Only",1881 Sq-Ft,3 BHK,Downtown Core,12.962101401731225,77.60146220195206
Premium 4 BHK in Silicon Suburbs,"₹ 7,627,593 /- Only",2165 Sq-Ft,4 BHK,Silicon Suburbs,12.931187126993315,77.63662775301593
Premium 1 BHK in Silicon Suburbs,"₹ 2,181,824 /- Only",588 Sq-Ft,1 BHK,Silicon Suburbs,12.919801781693034,77.62711899327672
Premium 3 BHK in Greenwood Valley,"₹ 7,302,088 /- Only",2163 Sq-Ft,3 BHK,Greenwood Valley,12.98710358581824,77.74134133024096
Premium 1 BHK in Silicon Suburbs,"₹ 2,351,414 /- Only",713 Sq-Ft,1 BHK,Silicon Suburbs,12.936403330908686,77.63003045742434
Premium 2 BHK in Downtown Core,"₹ 7,351,468 /- Only",1487 Sq-Ft,2 BHK,Downtown Core,12.96814961769285,77.58637519344121
Premium 2 BHK in Greenwood Valley,"₹ 4,723,936 /- Only",1348 Sq-Ft,2 BHK,Greenwood Valley,12.978452821753352,77.74106859468978
Premium 1 BHK in Silicon Suburbs,"₹ 2,183,598 /- Only",608 Sq-Ft,1 BHK,Silicon Suburbs,12.9174636401859,77.61591474629603
Premium 1 BHK in Greenwood Valley,"₹ 2,322,990 /- Only",719 Sq-Ft,1 BHK,Greenwood Valley,12.980352591614404,77.76054973970776
Premium 3 BHK in Riverside Estates,"₹ 5,979,991 /- Only",1727 Sq-Ft,3 BHK,Riverside Estates,13.017485293577412,77.53719825479638
Premium 2 BHK in Riverside Estates,"₹ 4,408,512 /- Only",1335 Sq-Ft,2 BHK,Riverside Estates,13.018923074727372,77.53381787068294
Premium 1 BHK in Riverside Estates,"₹ 2,289,443 /- Only",721 Sq-Ft,1 BHK,Riverside Estates,13.03111434616203,77.5525301233438
Premium 1 BHK in Greenwood Valley,"₹ 2,192,148 /- Only",645 Sq-Ft,1 BHK,Greenwood Valley,12.987300541461446,77.74804805525685
Premium 2 BHK in Riverside Estates,"₹ 4,719,571 /- Only",1427 Sq-Ft,2 BHK,Riverside Estates,13.025835380971248,77.53468301765335
Premium 3 BHK in Greenwood Valley,"₹ 5,888,886 /- Only",1688 Sq-Ft,3 BHK,Greenwood Valley,12.973042902037998,77.74953723041223
Premium 2 BHK in Downtown Core,"₹ 6,452,311 /- Only",1273 Sq-Ft,2 BHK,Downtown Core,12.972699158692905,77.59155162938195
Premium 1 BHK in Greenwood Valley,"₹ 2,041,895 /- Only",639 Sq-Ft,1 BHK,Greenwood Valley,12.985795549578699,77.75077424768041
Premium 2 BHK in Greenwood Valley,"₹ 4,116,367 /- Only",1216 Sq-Ft,2 BHK,Greenwood Valley,12.989494199951773,77.74219891123049
Premium 4 BHK in Silicon Suburbs,"₹ 8,408,328 /- Only",2434 Sq-Ft,4 BHK,Silicon Suburbs,12.919151845557685,77.61707940009616
Premium 1 BHK in Silicon Suburbs,"₹ 2,435,467 /- Only",728 Sq-Ft,1 BHK,Silicon Suburbs,12.916657510247358,77.61702501703077
Premium 3 BHK in Riverside Estates,"₹ 7,479,302 /- Only",2204 Sq-Ft,3 BHK,Riverside Estates,13.034381208883719,77.5454809357502
Premium 3 BHK in Greenwood Valley,"₹ 6,746,158 /- Only",1961 Sq-Ft,3 BHK,Greenwood Valley,12.98790144454974,77.75712842809914
Premium 1 BHK in Greenwood Valley,"₹ 2,011,048 /- Only",608 Sq-Ft,1 BHK,Greenwood Valley,12.981763366302536,77.74378164483981
Premium 4 BHK in Riverside Estates,"₹ 9,026,202 /- Only",2637 Sq-Ft,4 BHK,Riverside Estates,13.030961749185694,77.54217148906014
Premium 3 BHK in Downtown Core,"₹ 9,207,816 /- Only",1776 Sq-Ft,3 BHK,Downtown Core,12.965814321040622,77.59474886435382
Premium 4 BHK in Silicon Suburbs,"₹ 8,729,772 /- Only",2536 Sq-Ft,4 BHK,Silicon Suburbs,12.931680296209418,77.63655493206734
Premium 4 BHK in Greenwood Valley,"₹ 9,092,653 /- Only",2709 Sq-Ft,4 BHK,Greenwood Valley,12.991659287278209,77.74788486919135
Premium 1 BHK in Silicon Suburbs,"₹ 1,910,106 /- Only",520 Sq-Ft,1 BHK,Silicon Suburbs,12.918660734557504,77.62176413715379
Premium 4 BHK in Downtown Core,"₹ 13,014,177 /- Only",2563 Sq-Ft,4 BHK,Downtown Core,12.969381811056792,77.59135257790713
Premium 3 BHK in Downtown Core,"₹ 10,951,756 /- Only",2142 Sq-Ft,3 BHK,Downtown Core,12.968671653326446,77.59535076967593
Premium 1 BHK in Greenwood Valley,"₹ 2,336,164 /- Only",699 Sq-Ft,1 BHK,Greenwood Valley,12.972927464658152,77.75132114341953
Premium 3 BHK in Silicon Suburbs,"₹ 6,503,914 /- Only",1921 Sq-Ft,3 BHK,Silicon Suburbs,12.935129458473732,77.62327693941846
Premium 3 BHK in Riverside Estates,"₹ 6,695,506 /- Only",1972 Sq-Ft,3 BHK,Riverside Estates,13.01845521150289,77.54977899873421
Premium 4 BHK in Downtown Core,"₹ 14,798,219 /- Only",2928 Sq-Ft,4 BHK,Downtown Core,12.96062874871492,77.60200346878118
Premium 2 BHK in Greenwood Valley,"₹ 4,324,826 /- Only",1295 Sq-Ft,2 BHK,Greenwood Valley,12.984531380134506,77.75853745455599
Premium 4 BHK in Downtown Core,"₹ 12,956,253 /- Only",2543 Sq-Ft,4 BHK,Downtown Core,12.960288234078794,77.5874803233253
